"sample"	"description"	"taxon"	"taxon_rel_function_abun"
"905"	"HC-HD"	"Citrate cycle (TCA cycle)"	"Bacteroides"	0.048830994394809
"906"	"HC-HD"	"Citrate cycle (TCA cycle)"	"Klebsiella"	98.3667777537476
"907"	"HC-HD"	"Citrate cycle (TCA cycle)"	"Lachnospiraceae"	4.17224451331421
"908"	"HC-HD"	"Citrate cycle (TCA cycle)"	"Pseudomonas"	2.60457244947466
"909"	"HC-HD"	"Citrate cycle (TCA cycle)"	"Rhizobiaceae"	0.059711813798
"910"	"HC-HD"	"Citrate cycle (TCA cycle)"	"Serratia"	0.202216426943347
"911"	"HC-HD"	"Cysteine and methionine metabolism"	"Bacteroides"	0.041929653883004
"912"	"HC-HD"	"Cysteine and methionine metabolism"	"Klebsiella"	97.2005194171349
"913"	"HC-HD"	"Cysteine and methionine metabolism"	"Lachnospiraceae"	9.79622209992042
"914"	"HC-HD"	"Cysteine and methionine metabolism"	"Pseudomonas"	2.53051293273415
"915"	"HC-HD"	"Cysteine and methionine metabolism"	"Rhizobiaceae"	0.04696366796559
"916"	"HC-HD"	"Cysteine and methionine metabolism"	"Serratia"	0.214502716531856
"917"	"HC-HD"	"D-Alanine metabolism"	"Bacteroides"	0.040086536811342
"918"	"HC-HD"	"D-Alanine metabolism"	"Klebsiella"	106.723245950052
"919"	"HC-HD"	"D-Alanine metabolism"	"Lachnospiraceae"	11.8165804716646
"920"	"HC-HD"	"D-Alanine metabolism"	"Pseudomonas"	3.27850604635614
"921"	"HC-HD"	"D-Alanine metabolism"	"Rhizobiaceae"	0.064424791303942
"922"	"HC-HD"	"D-Alanine metabolism"	"Serratia"	0.26607438808528
"923"	"HC-HD"	"D-Arginine and D-ornithine metabolism"	"Rhizobiaceae"	0.048318593477956
"924"	"HC-HD"	"D-Glutamine and D-glutamate metabolism"	"Bacteroides"	0.051676196479349
"925"	"HC-HD"	"D-Glutamine and D-glutamate metabolism"	"Klebsiella"	89.4505733165298
"926"	"HC-HD"	"D-Glutamine and D-glutamate metabolism"	"Lachnospiraceae"	7.61647154806116
"927"	"HC-HD"	"D-Glutamine and D-glutamate metabolism"	"Pseudomonas"	2.64148415039528
"928"	"HC-HD"	"D-Glutamine and D-glutamate metabolism"	"Rhizobiaceae"	0.041525515028048
"929"	"HC-HD"	"D-Glutamine and D-glutamate metabolism"	"Serratia"	0.214375471332298
"930"	"HC-HD"	"Dioxin degradation"	"Klebsiella"	75.7696902678453
"931"	"HC-HD"	"Dioxin degradation"	"Lachnospiraceae"	1.68808292452352
"932"	"HC-HD"	"Dioxin degradation"	"Pseudomonas"	0.35126850496673
"933"	"HC-HD"	"Dioxin degradation"	"Rhizobiaceae"	0.013805312422273
"934"	"HC-HD"	"Dioxin degradation"	"Serratia"	0.028507970151995
"935"	"HC-HD"	"DNA replication"	"Bacteroides"	0.045758121003056
"936"	"HC-HD"	"DNA replication"	"Klebsiella"	62.8333750649049
"937"	"HC-HD"	"DNA replication"	"Lachnospiraceae"	6.36277410012711
"938"	"HC-HD"	"DNA replication"	"Pseudomonas"	1.70230121637723
"939"	"HC-HD"	"DNA replication"	"Rhizobiaceae"	0.042743371153577
"940"	"HC-HD"	"DNA replication"	"Serratia"	0.140460499322694
"941"	"HC-HD"	"Drug metabolism - other enzymes"	"Bacteroides"	0.054663459288193
"942"	"HC-HD"	"Drug metabolism - other enzymes"	"Klebsiella"	75.6971775157283
"943"	"HC-HD"	"Drug metabolism - other enzymes"	"Lachnospiraceae"	9.66811129499834
"944"	"HC-HD"	"Drug metabolism - other enzymes"	"Pseudomonas"	1.56474152212452
"945"	"HC-HD"	"Drug metabolism - other enzymes"	"Rhizobiaceae"	0.043925994070869
"946"	"HC-HD"	"Drug metabolism - other enzymes"	"Serratia"	0.181414355512691
"947"	"HC-HD"	"Epithelial cell signaling in Helicobacter pylori infection"	"Bacteroides"	0.004294986086929
"948"	"HC-HD"	"Epithelial cell signaling in Helicobacter pylori infection"	"Klebsiella"	11.4346334946484
"949"	"HC-HD"	"Epithelial cell signaling in Helicobacter pylori infection"	"Lachnospiraceae"	0.84404146226176
"950"	"HC-HD"	"Epithelial cell signaling in Helicobacter pylori infection"	"Pseudomonas"	0.263451378725047
"951"	"HC-HD"	"Epithelial cell signaling in Helicobacter pylori infection"	"Rhizobiaceae"	0.003451328105568
"952"	"HC-HD"	"Epithelial cell signaling in Helicobacter pylori infection"	"Serratia"	0.014253985075997
"953"	"HC-HD"	"Fatty acid biosynthesis"	"Bacteroides"	0.047590203285616
"954"	"HC-HD"	"Fatty acid biosynthesis"	"Klebsiella"	105.765287215917
"955"	"HC-HD"	"Fatty acid biosynthesis"	"Lachnospiraceae"	12.1394414241967
"956"	"HC-HD"	"Fatty acid biosynthesis"	"Pseudomonas"	4.51082638758528
"957"	"HC-HD"	"Fatty acid biosynthesis"	"Rhizobiaceae"	0.106368831846989
"958"	"HC-HD"	"Fatty acid biosynthesis"	"Serratia"	0.311912810839019
"959"	"HC-HD"	"Fatty acid metabolism"	"Bacteroides"	0.012034908931084
"960"	"HC-HD"	"Fatty acid metabolism"	"Klebsiella"	51.7205803743116
"961"	"HC-HD"	"Fatty acid metabolism"	"Lachnospiraceae"	2.46178759826347
"962"	"HC-HD"	"Fatty acid metabolism"	"Pseudomonas"	3.4834126742534
"963"	"HC-HD"	"Fatty acid metabolism"	"Rhizobiaceae"	0.072477890216934
"964"	"HC-HD"	"Fatty acid metabolism"	"Serratia"	0.130538496407691
"965"	"HC-HD"	"Flagellar assembly"	"Bacteroides"	0.002288345503417
"966"	"HC-HD"	"Flagellar assembly"	"Klebsiella"	12.3078833673354
"967"	"HC-HD"	"Flagellar assembly"	"Lachnospiraceae"	12.4036864887844
"968"	"HC-HD"	"Flagellar assembly"	"Pseudomonas"	2.89390320156047
"969"	"HC-HD"	"Flagellar assembly"	"Rhizobiaceae"	0.043034557228446
"970"	"HC-HD"	"Flagellar assembly"	"Serratia"	0.228513498883045
"971"	"HC-HD"	"Folate biosynthesis"	"Bacteroides"	0.067874982857706
"972"	"HC-HD"	"Folate biosynthesis"	"Klebsiella"	84.1391470571656
"973"	"HC-HD"	"Folate biosynthesis"	"Lachnospiraceae"	3.92107184435197
"974"	"HC-HD"	"Folate biosynthesis"	"Pseudomonas"	2.85573746774021
"975"	"HC-HD"	"Folate biosynthesis"	"Rhizobiaceae"	0.040083651293921
"976"	"HC-HD"	"Folate biosynthesis"	"Serratia"	0.198654575812671
"977"	"HC-HD"	"Fructose and mannose metabolism"	"Bacteroides"	0.053302069436273
"978"	"HC-HD"	"Fructose and mannose metabolism"	"Klebsiella"	95.3235367845398
"979"	"HC-HD"	"Fructose and mannose metabolism"	"Lachnospiraceae"	8.95556143734632
"980"	"HC-HD"	"Fructose and mannose metabolism"	"Pseudomonas"	1.36181623087037
"981"	"HC-HD"	"Fructose and mannose metabolism"	"Rhizobiaceae"	0.022535226068184
"982"	"HC-HD"	"Fructose and mannose metabolism"	"Serratia"	0.097741848231982
"983"	"HC-HD"	"Galactose metabolism"	"Bacteroides"	0.07960534557671
"984"	"HC-HD"	"Galactose metabolism"	"Klebsiella"	68.0955233785812
"985"	"HC-HD"	"Galactose metabolism"	"Lachnospiraceae"	11.8165804716646
"986"	"HC-HD"	"Galactose metabolism"	"Pseudomonas"	0.593522646323095
"987"	"HC-HD"	"Galactose metabolism"	"Rhizobiaceae"	0.021660059145291
"988"	"HC-HD"	"Galactose metabolism"	"Serratia"	0.140370142271229
"989"	"HC-HD"	"Geraniol degradation"	"Bacteroides"	0.007379797250529
"990"	"HC-HD"	"Geraniol degradation"	"Klebsiella"	60.2613158343167
"991"	"HC-HD"	"Geraniol degradation"	"Pseudomonas"	6.03561989418235
"992"	"HC-HD"	"Geraniol degradation"	"Rhizobiaceae"	0.077092524849272
"993"	"HC-HD"	"Geraniol degradation"	"Serratia"	0.12245851062596
"994"	"HC-HD"	"Glutathione metabolism"	"Bacteroides"	0.018988359542214
"995"	"HC-HD"	"Glutathione metabolism"	"Klebsiella"	100.570490003943
"996"	"HC-HD"	"Glutathione metabolism"	"Lachnospiraceae"	2.4877011519294
"997"	"HC-HD"	"Glutathione metabolism"	"Pseudomonas"	3.49419723361642
"998"	"HC-HD"	"Glutathione metabolism"	"Rhizobiaceae"	0.055947845079739
"999"	"HC-HD"	"Glutathione metabolism"	"Serratia"	0.241567536551109
"1000"	"HC-HD"	"Glycerolipid metabolism"	"Bacteroides"	0.009764382432004
"1001"	"HC-HD"	"Glycerolipid metabolism"	"Klebsiella"	65.3505621331478
"1002"	"HC-HD"	"Glycerolipid metabolism"	"Lachnospiraceae"	4.80048581661376
"1003"	"HC-HD"	"Glycerolipid metabolism"	"Pseudomonas"	1.15259978192208
"1004"	"HC-HD"	"Glycerolipid metabolism"	"Rhizobiaceae"	0.024159296738978
"1005"	"HC-HD"	"Glycerolipid metabolism"	"Serratia"	0.079195516893522
"1006"	"HC-HD"	"Glycerophospholipid metabolism"	"Bacteroides"	0.026172571467226
"1007"	"HC-HD"	"Glycerophospholipid metabolism"	"Klebsiella"	60.3147580553806
"1008"	"HC-HD"	"Glycerophospholipid metabolism"	"Lachnospiraceae"	3.54497414149939
"1009"	"HC-HD"	"Glycerophospholipid metabolism"	"Pseudomonas"	1.6597436859678
"1010"	"HC-HD"	"Glycerophospholipid metabolism"	"Rhizobiaceae"	0.02174336706508
"1011"	"HC-HD"	"Glycerophospholipid metabolism"	"Serratia"	0.119733474638375
"1012"	"HC-HD"	"Glycine, serine and threonine metabolism"	"Bacteroides"	0.038537856214497
"1013"	"HC-HD"	"Glycine, serine and threonine metabolism"	"Klebsiella"	95.4152901237995
"1014"	"HC-HD"	"Glycine, serine and threonine metabolism"	"Lachnospiraceae"	6.88488811104788
"1015"	"HC-HD"	"Glycine, serine and threonine metabolism"	"Pseudomonas"	3.29511182924936
"1016"	"HC-HD"	"Glycine, serine and threonine metabolism"	"Rhizobiaceae"	0.057712942139406
"1017"	"HC-HD"	"Glycine, serine and threonine metabolism"	"Serratia"	0.209286835055779
"1018"	"HC-HD"	"Glycolysis / Gluconeogenesis"	"Bacteroides"	0.039562641482874
"1019"	"HC-HD"	"Glycolysis / Gluconeogenesis"	"Klebsiella"	110.998888964483
"1020"	"HC-HD"	"Glycolysis / Gluconeogenesis"	"Lachnospiraceae"	7.9482389973049
"1021"	"HC-HD"	"Glycolysis / Gluconeogenesis"	"Pseudomonas"	2.26649263883973
"1022"	"HC-HD"	"Glycolysis / Gluconeogenesis"	"Rhizobiaceae"	0.050556722381767
"1023"	"HC-HD"	"Glycolysis / Gluconeogenesis"	"Serratia"	0.188424101829188
"1024"	"HC-HD"	"Glycosaminoglycan degradation"	"Bacteroides"	0.125321558322192
"1025"	"HC-HD"	"Glycosaminoglycan degradation"	"Klebsiella"	1.53545752607728
"1026"	"HC-HD"	"Glycosaminoglycan degradation"	"Serratia"	0.057015940303989
"1027"	"HC-HD"	"Glyoxylate and dicarboxylate metabolism"	"Bacteroides"	0.030613502511253
"1028"	"HC-HD"	"Glyoxylate and dicarboxylate metabolism"	"Klebsiella"	81.9866034151244
"1029"	"HC-HD"	"Glyoxylate and dicarboxylate metabolism"	"Lachnospiraceae"	4.29630089440593
"1030"	"HC-HD"	"Glyoxylate and dicarboxylate metabolism"	"Pseudomonas"	2.30951386107737
"1031"	"HC-HD"	"Glyoxylate and dicarboxylate metabolism"	"Rhizobiaceae"	0.052703373079946
"1032"	"HC-HD"	"Glyoxylate and dicarboxylate metabolism"	"Serratia"	0.139063705801779
"1033"	"HC-HD"	"Histidine metabolism"	"Bacteroides"	0.056153893848461
"1034"	"HC-HD"	"Histidine metabolism"	"Klebsiella"	58.8835970216504
"1035"	"HC-HD"	"Histidine metabolism"	"Lachnospiraceae"	8.58296669169884
"1036"	"HC-HD"	"Histidine metabolism"	"Pseudomonas"	3.18929605438929
"1037"	"HC-HD"	"Histidine metabolism"	"Rhizobiaceae"	0.060164886266209
"1038"	"HC-HD"	"Histidine metabolism"	"Serratia"	0.165653986852961
"1039"	"HC-HD"	"Homologous recombination"	"Bacteroides"	0.051289292188083
"1040"	"HC-HD"	"Homologous recombination"	"Klebsiella"	81.6503698788331
"1041"	"HC-HD"	"Homologous recombination"	"Lachnospiraceae"	7.87772031444309
"1042"	"HC-HD"	"Homologous recombination"	"Pseudomonas"	1.96710362781369
"1043"	"HC-HD"	"Homologous recombination"	"Rhizobiaceae"	0.038654874782365
"1044"	"HC-HD"	"Homologous recombination"	"Serratia"	0.17494731036339
"1045"	"HC-HD"	"Inositol phosphate metabolism"	"Bacteroides"	0.009943826483869
"1046"	"HC-HD"	"Inositol phosphate metabolism"	"Klebsiella"	49.4992478055481
"1047"	"HC-HD"	"Inositol phosphate metabolism"	"Lachnospiraceae"	0.513764368333245
"1048"	"HC-HD"	"Inositol phosphate metabolism"	"Pseudomonas"	1.28289367031327
"1049"	"HC-HD"	"Inositol phosphate metabolism"	"Rhizobiaceae"	0.018907275708766
"1050"	"HC-HD"	"Inositol phosphate metabolism"	"Serratia"	0.104116064902935
"1051"	"HC-HD"	"Insulin signaling pathway"	"Bacteroides"	0.007103246220691
"1052"	"HC-HD"	"Insulin signaling pathway"	"Klebsiella"	6.57050275413918
"1053"	"HC-HD"	"Insulin signaling pathway"	"Lachnospiraceae"	0.908967728589587
"1054"	"HC-HD"	"Insulin signaling pathway"	"Pseudomonas"	0.126096386398313
"1055"	"HC-HD"	"Insulin signaling pathway"	"Rhizobiaceae"	0.001238938294307
"1056"	"HC-HD"	"Insulin signaling pathway"	"Serratia"	0.015350445466459
"1057"	"HC-HD"	"Linoleic acid metabolism"	"Bacteroides"	0.018074733115829
"1058"	"HC-HD"	"Linoleic acid metabolism"	"Lachnospiraceae"	3.93886015722154
"1059"	"HC-HD"	"Linoleic acid metabolism"	"Pseudomonas"	0.409813255794518
"1060"	"HC-HD"	"Linoleic acid metabolism"	"Serratia"	0.009994790539792
"1061"	"HC-HD"	"Lipoic acid metabolism"	"Bacteroides"	0.060705120338234
"1062"	"HC-HD"	"Lipoic acid metabolism"	"Klebsiella"	86.2337914804725
"1063"	"HC-HD"	"Lipoic acid metabolism"	"Pseudomonas"	1.65493720922089
"1064"	"HC-HD"	"Lipoic acid metabolism"	"Rhizobiaceae"	0.032520600181196
"1065"	"HC-HD"	"Lipoic acid metabolism"	"Serratia"	0.201465118122511
"1066"	"HC-HD"	"Lipopolysaccharide biosynthesis"	"Bacteroides"	0.037885060584242
"1067"	"HC-HD"	"Lipopolysaccharide biosynthesis"	"Klebsiella"	90.6479229143473
"1068"	"HC-HD"	"Lipopolysaccharide biosynthesis"	"Pseudomonas"	2.37518585881897
"1069"	"HC-HD"	"Lipopolysaccharide biosynthesis"	"Rhizobiaceae"	0.024565241012837
"1070"	"HC-HD"	"Lipopolysaccharide biosynthesis"	"Serratia"	0.223199779842636
"1071"	"HC-HD"	"Lysine biosynthesis"	"Bacteroides"	0.05110867923665
"1072"	"HC-HD"	"Lysine biosynthesis"	"Klebsiella"	79.9195865886898
"1073"	"HC-HD"	"Lysine biosynthesis"	"Lachnospiraceae"	10.0437681249883
"1074"	"HC-HD"	"Lysine biosynthesis"	"Pseudomonas"	2.58173989967494
"1075"	"HC-HD"	"Lysine biosynthesis"	"Rhizobiaceae"	0.067643840166156
"1076"	"HC-HD"	"Lysine biosynthesis"	"Serratia"	0.169616929216635
"1077"	"HC-HD"	"Lysine degradation"	"Bacteroides"	0.006681089468557
"1078"	"HC-HD"	"Lysine degradation"	"Klebsiella"	29.2472645164018
"1079"	"HC-HD"	"Lysine degradation"	"Lachnospiraceae"	1.75060451432069
"1080"	"HC-HD"	"Lysine degradation"	"Pseudomonas"	1.91246186037442
"1081"	"HC-HD"	"Lysine degradation"	"Rhizobiaceae"	0.044739438405515
"1082"	"HC-HD"	"Lysine degradation"	"Serratia"	0.06651859702132
"1083"	"HC-HD"	"Methane metabolism"	"Bacteroides"	0.01733003794753
"1084"	"HC-HD"	"Methane metabolism"	"Klebsiella"	36.038743337641
"1085"	"HC-HD"	"Methane metabolism"	"Lachnospiraceae"	4.70122018765152
"1086"	"HC-HD"	"Methane metabolism"	"Pseudomonas"	0.793186946699067
"1087"	"HC-HD"	"Methane metabolism"	"Rhizobiaceae"	0.019743081206047
"1088"	"HC-HD"	"Methane metabolism"	"Serratia"	0.062227074632848
"1089"	"HC-HD"	"Mismatch repair"	"Bacteroides"	0.063682698980624
"1090"	"HC-HD"	"Mismatch repair"	"Klebsiella"	91.1878483091825
"1091"	"HC-HD"	"Mismatch repair"	"Lachnospiraceae"	9.74084414290674
"1092"	"HC-HD"	"Mismatch repair"	"Pseudomonas"	2.45367063299887
"1093"	"HC-HD"	"Mismatch repair"	"Rhizobiaceae"	0.048216235146266
"1094"	"HC-HD"	"Mismatch repair"	"Serratia"	0.19307690567677
"1095"	"HC-HD"	"N-Glycan biosynthesis"	"Bacteroides"	0.002733172964409
"1096"	"HC-HD"	"N-Glycan biosynthesis"	"Pseudomonas"	0.111767251580323
"1097"	"HC-HD"	"Nicotinate and nicotinamide metabolism"	"Bacteroides"	0.039191655777044
"1098"	"HC-HD"	"Nicotinate and nicotinamide metabolism"	"Klebsiella"	79.0353393987128
"1099"	"HC-HD"	"Nicotinate and nicotinamide metabolism"	"Lachnospiraceae"	7.0600385269198
"1100"	"HC-HD"	"Nicotinate and nicotinamide metabolism"	"Pseudomonas"	2.67109796813784
"1101"	"HC-HD"	"Nicotinate and nicotinamide metabolism"	"Rhizobiaceae"	0.070859913346888
"1102"	"HC-HD"	"Nicotinate and nicotinamide metabolism"	"Serratia"	0.198358184592403
"1103"	"HC-HD"	"Nitrogen metabolism"	"Bacteroides"	0.029825625459675
"1104"	"HC-HD"	"Nitrogen metabolism"	"Klebsiella"	57.4097123723852
"1105"	"HC-HD"	"Nitrogen metabolism"	"Lachnospiraceae"	7.56183748155459
"1106"	"HC-HD"	"Nitrogen metabolism"	"Pseudomonas"	2.16359252794593
"1107"	"HC-HD"	"Nitrogen metabolism"	"Rhizobiaceae"	0.028988188891693
"1108"	"HC-HD"	"Nitrogen metabolism"	"Serratia"	0.152039829827054
"1109"	"HC-HD"	"Nitrotoluene degradation"	"Klebsiella"	20.364090851255
"1110"	"HC-HD"	"Nitrotoluene degradation"	"Lachnospiraceae"	1.07423458833315
"1111"	"HC-HD"	"Nitrotoluene degradation"	"Pseudomonas"	0.223534503160646
"1112"	"HC-HD"	"Nitrotoluene degradation"	"Rhizobiaceae"	0.043925994070869
"1113"	"HC-HD"	"Nitrotoluene degradation"	"Serratia"	0.018141435551269
"1114"	"HC-HD"	"Non-homologous end-joining"	"Bacteroides"	0.004831859347796
"1115"	"HC-HD"	"Non-homologous end-joining"	"Pseudomonas"	0.491775906953422
"1116"	"HC-HD"	"Non-homologous end-joining"	"Rhizobiaceae"	0.004831859347796
"1117"	"HC-HD"	"Nucleotide excision repair"	"Bacteroides"	0.024561951684628
"1118"	"HC-HD"	"Nucleotide excision repair"	"Klebsiella"	28.4721786012698
"1119"	"HC-HD"	"Nucleotide excision repair"	"Lachnospiraceae"	5.41593271617963
"1120"	"HC-HD"	"Nucleotide excision repair"	"Pseudomonas"	1.12698645343492
"1121"	"HC-HD"	"Nucleotide excision repair"	"Rhizobiaceae"	0.018119472554234
"1122"	"HC-HD"	"Nucleotide excision repair"	"Serratia"	0.058203772393655
"1123"	"HC-HD"	"One carbon pool by folate"	"Bacteroides"	0.072361144713548
"1124"	"HC-HD"	"One carbon pool by folate"	"Klebsiella"	83.8910418160675
"1125"	"HC-HD"	"One carbon pool by folate"	"Lachnospiraceae"	8.36485711735925
"1126"	"HC-HD"	"One carbon pool by folate"	"Pseudomonas"	2.95905395346475
"1127"	"HC-HD"	"One carbon pool by folate"	"Rhizobiaceae"	0.054726916169911
"1128"	"HC-HD"	"One carbon pool by folate"	"Serratia"	0.197769393309014
"1129"	"HC-HD"	"Other glycan degradation"	"Bacteroides"	0.241995622335431
"1130"	"HC-HD"	"Other glycan degradation"	"Klebsiella"	19.2435509441722
"1131"	"HC-HD"	"Other glycan degradation"	"Lachnospiraceae"	16.2477981485389
"1132"	"HC-HD"	"Other glycan degradation"	"Serratia"	0.074833421648985
"1133"	"HC-HD"	"Oxidative phosphorylation"	"Bacteroides"	0.019963345525412
"1134"	"HC-HD"	"Oxidative phosphorylation"	"Klebsiella"	36.0712113071597
"1135"	"HC-HD"	"Oxidative phosphorylation"	"Lachnospiraceae"	2.06503348048508
"1136"	"HC-HD"	"Oxidative phosphorylation"	"Pseudomonas"	1.24137607580475
"1137"	"HC-HD"	"Oxidative phosphorylation"	"Rhizobiaceae"	0.024393853017997
"1138"	"HC-HD"	"Oxidative phosphorylation"	"Serratia"	0.077497394587945
"1139"	"HC-HD"	"Pantothenate and CoA biosynthesis"	"Bacteroides"	0.05175481305407
"1140"	"HC-HD"	"Pantothenate and CoA biosynthesis"	"Klebsiella"	115.353644774717
"1141"	"HC-HD"	"Pantothenate and CoA biosynthesis"	"Lachnospiraceae"	14.7363963172066
"1142"	"HC-HD"	"Pantothenate and CoA biosynthesis"	"Pseudomonas"	2.45316474812562
"1143"	"HC-HD"	"Pantothenate and CoA biosynthesis"	"Rhizobiaceae"	0.084361014809997
"1144"	"HC-HD"	"Pantothenate and CoA biosynthesis"	"Serratia"	0.27375149305844
"1145"	"HC-HD"	"Penicillin and cephalosporin biosynthesis"	"Bacteroides"	0.001687315962722
"1146"	"HC-HD"	"Penicillin and cephalosporin biosynthesis"	"Lachnospiraceae"	1.68808292452352
"1147"	"HC-HD"	"Penicillin and cephalosporin biosynthesis"	"Pseudomonas"	0.702537009933459
"1148"	"HC-HD"	"Penicillin and cephalosporin biosynthesis"	"Rhizobiaceae"	0.013805312422273
"1149"	"HC-HD"	"Penicillin and cephalosporin biosynthesis"	"Serratia"	0.028507970151995
"1150"	"HC-HD"	"Pentose and glucuronate interconversions"	"Bacteroides"	0.053191750768896
"1151"	"HC-HD"	"Pentose and glucuronate interconversions"	"Klebsiella"	88.2667133498616
"1152"	"HC-HD"	"Pentose and glucuronate interconversions"	"Lachnospiraceae"	9.08967728589587
"1153"	"HC-HD"	"Pentose and glucuronate interconversions"	"Pseudomonas"	1.41858434698102
"1154"	"HC-HD"	"Pentose and glucuronate interconversions"	"Rhizobiaceae"	0.022300889297518
"1155"	"HC-HD"	"Pentose and glucuronate interconversions"	"Serratia"	0.150442212180489
"1156"	"HC-HD"	"Pentose phosphate pathway"	"Bacteroides"	0.048918444256715
"1157"	"HC-HD"	"Pentose phosphate pathway"	"Klebsiella"	129.29433071314
"1158"	"HC-HD"	"Pentose phosphate pathway"	"Lachnospiraceae"	10.2631235173251
"1159"	"HC-HD"	"Pentose phosphate pathway"	"Pseudomonas"	3.00928973811454
"1160"	"HC-HD"	"Pentose phosphate pathway"	"Rhizobiaceae"	0.045781559616336
"1161"	"HC-HD"	"Pentose phosphate pathway"	"Serratia"	0.283616761823203
"1162"	"HC-HD"	"Peptidoglycan biosynthesis"	"Bacteroides"	0.055487590142525
"1163"	"HC-HD"	"Peptidoglycan biosynthesis"	"Klebsiella"	103.47016370459
"1164"	"HC-HD"	"Peptidoglycan biosynthesis"	"Lachnospiraceae"	14.0870023860836
"1165"	"HC-HD"	"Peptidoglycan biosynthesis"	"Pseudomonas"	3.05877427706439
"1166"	"HC-HD"	"Peptidoglycan biosynthesis"	"Rhizobiaceae"	0.052593553344721
"1167"	"HC-HD"	"Peptidoglycan biosynthesis"	"Serratia"	0.24100647979257
"1168"	"HC-HD"	"Peroxisome"	"Bacteroides"	0.012363424235947
"1169"	"HC-HD"	"Peroxisome"	"Klebsiella"	16.7762156555464
"1170"	"HC-HD"	"Peroxisome"	"Lachnospiraceae"	1.35046633961882
"1171"	"HC-HD"	"Peroxisome"	"Pseudomonas"	1.05380551490019
"1172"	"HC-HD"	"Peroxisome"	"Rhizobiaceae"	0.013805312422273
"1173"	"HC-HD"	"Peroxisome"	"Serratia"	0.051314346273589
"1174"	"HC-HD"	"Phenylalanine metabolism"	"Bacteroides"	0.014784663645392
"1175"	"HC-HD"	"Phenylalanine metabolism"	"Klebsiella"	64.265794222839
"1176"	"HC-HD"	"Phenylalanine metabolism"	"Lachnospiraceae"	2.72690318576876
"1177"	"HC-HD"	"Phenylalanine metabolism"	"Pseudomonas"	2.55345182456584
"1178"	"HC-HD"	"Phenylalanine metabolism"	"Rhizobiaceae"	0.050177000919416
"1179"	"HC-HD"	"Phenylalanine metabolism"	"Serratia"	0.079058717456859
"1180"	"HC-HD"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Bacteroides"	0.044183414521265
"1181"	"HC-HD"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Klebsiella"	74.0679412436243
"1182"	"HC-HD"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Lachnospiraceae"	8.75762330974946
"1183"	"HC-HD"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Pseudomonas"	2.77314069998388
"1184"	"HC-HD"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Rhizobiaceae"	0.045152197298552
"1185"	"HC-HD"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Serratia"	0.17811590351194
"1186"	"HC-HD"	"Phosphonate and phosphinate metabolism"	"Bacteroides"	0.001687315962722
"1187"	"HC-HD"	"Phosphonate and phosphinate metabolism"	"Klebsiella"	32.2131626137721
"1188"	"HC-HD"	"Phosphonate and phosphinate metabolism"	"Lachnospiraceae"	1.68808292452352
"1189"	"HC-HD"	"Phosphonate and phosphinate metabolism"	"Pseudomonas"	0.878171262416824
"1190"	"HC-HD"	"Phosphonate and phosphinate metabolism"	"Rhizobiaceae"	0.006902656211137
"1191"	"HC-HD"	"Phosphonate and phosphinate metabolism"	"Serratia"	0.047045436887903
"1192"	"HC-HD"	"Phosphotransferase system (PTS)"	"Bacteroides"	0.001569815552031
"1193"	"HC-HD"	"Phosphotransferase system (PTS)"	"Klebsiella"	128.030652371008
"1194"	"HC-HD"	"Phosphotransferase system (PTS)"	"Lachnospiraceae"	3.70196146073398
"1195"	"HC-HD"	"Phosphotransferase system (PTS)"	"Pseudomonas"	0.385165458658828
"1196"	"HC-HD"	"Phosphotransferase system (PTS)"	"Rhizobiaceae"	0.013876048183124
"1197"	"HC-HD"	"Phosphotransferase system (PTS)"	"Serratia"	0.179752290433625
"1198"	"HC-HD"	"Plant-pathogen interaction"	"Bacteroides"	0.006534514546542
"1199"	"HC-HD"	"Plant-pathogen interaction"	"Klebsiella"	16.6027288961065
"1200"	"HC-HD"	"Plant-pathogen interaction"	"Lachnospiraceae"	1.68808292452352
"1201"	"HC-HD"	"Plant-pathogen interaction"	"Pseudomonas"	0.281014803973384
"1202"	"HC-HD"	"Plant-pathogen interaction"	"Rhizobiaceae"	0.009663718695591
"1203"	"HC-HD"	"Plant-pathogen interaction"	"Serratia"	0.053027738937554
"1204"	"HC-HD"	"Porphyrin and chlorophyll metabolism"	"Bacteroides"	0.014059805126785
"1205"	"HC-HD"	"Porphyrin and chlorophyll metabolism"	"Klebsiella"	56.982526343018
"1206"	"HC-HD"	"Porphyrin and chlorophyll metabolism"	"Lachnospiraceae"	6.24263451263294
"1207"	"HC-HD"	"Porphyrin and chlorophyll metabolism"	"Pseudomonas"	1.90212550915528
"1208"	"HC-HD"	"Porphyrin and chlorophyll metabolism"	"Rhizobiaceae"	0.019144835511255
"1209"	"HC-HD"	"Porphyrin and chlorophyll metabolism"	"Serratia"	0.071537868693723
"1210"	"HC-HD"	"Primary bile acid biosynthesis"	"Bacteroides"	0.020043268405671
"1211"	"HC-HD"	"Primary bile acid biosynthesis"	"Rhizobiaceae"	0.005368732608662
